scenario,model,os_version,rom_sha256,emulator_sha256,archive_sha256,source_sha256,program_sha256,wrapper_sha256,macro_sha256,trace_sha256,recording_sha256,post_entry_instructions,payload_entry_hits,malformed_call_hits,overlap_target_hits,intended_grbufcpy_hits,normal_cleanup_hits,error_invalid_hits,os_handoff_vector_hits,result,evidence_limit
cool-malformed-copygbuf-bcall,ti84p,2.55MP,dbb47afae091ab36f9abe74e32083013fbeff3d7e0516bbf5d1abf4ee57adc09,b8ee505483c79732a4ca21efb8b904de0792477795f6fc717874dcd5addaed09,1593afbeb85b831e910793d293963a9af52377bdf8af481300b13d1fa3b346f6,6d05c43420f4514357803fc09221a49252d0147e172a12ebdd12b74aef001998,ef2304ef5a731c1e4eee9f3602c1bd7c9ddb7c85427a037fbc7cecd18af0cd1c,5628ca8626ade6566c1553d3d3154170bf50f20c2807bae36ef9e516ea5374e5,0edb0d27e337adcb496f1dff9c8396c5a382ce8f00ee353ae0f1f6c7b2485e11,d2509c59932fbb4dfb85be7670ab3f14f6ad3ae3c018d5ee647da2a596089558,a1c5aef41a53f4e48a0ee0803c4f19ad5b082986c03de964e9dfac3aee45ded7,135799,1,1,1,0,0,0,1,overlap-target-no-normal-return,packaged calculator program in TilEm; logical target count; no physical hardware
