id,name,body,model,os_version,fixture_call_site,fixture_calls,on_path,returned_a,rom_sha256,emulator_sha256,machine_sha256,payload_sha256,wrapper_sha256,macro_sha256,trace_sha256,snapshot_sha256,instructions,evidence_limit
0x500B,_GetKeyRetOff,06:491A,ti84p,2.55MP,ram:9DA7,1,06:491A=1;06:4A93=2;06:4A9B=1;06:4A9D=1;06:4AA1=1,0x3F,dbb47afae091ab36f9abe74e32083013fbeff3d7e0516bbf5d1abf4ee57adc09,b8ee505483c79732a4ca21efb8b904de0792477795f6fc717874dcd5addaed09,9cd87e11e0962aca07e897861bbe346f6421c35b4af9c6b44afb22687051aa1c,271df901364df42a0cd250b6698b32ae37c391dba0731158f307cda45320d5e4,d099f7ec9bc478ceec09315741ca70d0541a6b3942b5d2648e0bd9820ced21b6,4bec63c5440efe87579274e6db76e1e3f251ec2876fe1877fa2da79806a71ea6,89f6d954dbaacf56812d75789257ba15b93b44194bef32bc994edbe6b699fc92,31d54c77f6cf655f5163517b630d48d302773098c27e402872d129b508d7620d,3890995,source-built interactive caller; ENTER drain then 2nd+ON; TilEm; no physical hardware
