id,name,body,model,os_version,fixture_call_site,observed_path,payload_loop_hits,result,rom_sha256,emulator_sha256,machine_sha256,payload_sha256,wrapper_sha256,macro_sha256,trace_sha256,snapshot_sha256,instructions,evidence_limit
0x4ED6,_SendPacket,3C:4139,ti84p,2.55MP,ram:9DB7,3C:4139=1;3C:41C3=1;3C:420D=2;ram:278D=1;ram:2799=1;fixture-error-handler=1,0,no peer; header send failed before payload; error handler returned,dbb47afae091ab36f9abe74e32083013fbeff3d7e0516bbf5d1abf4ee57adc09,b8ee505483c79732a4ca21efb8b904de0792477795f6fc717874dcd5addaed09,a3d11096200fdb6227adbb57c612ab1c4b3b73b025342d0ebe751b1f919ec94b,ca2e90bb72c7b26e1a0d4de1946f3da1361634e4760833d1a7965bc7f43cc139,6869cf25b09da21d3db5bed09353d86067b5b63e92080defdadf3684c86467b2,43fd9b06b037e7d646d528d314c178ab3161b9362273abf20b218b804b97b780,123f190add68fe16ca3fd8402418032bf2ff750a6e0cdbaa928b3156e995fa0c,f8fd4d3da3225006a64bc80446818c3906d2cf1d88a423f8d5c2501b3060ef60,4298422,source-built one-sided caller; no link peer; payload/checksum/ACK success path remains static ROM evidence; no physical hardware
