case,platform,rom_sha256,trace_sha256,file_one_sha256,file_two_sha256,file_one_signature,file_two_signature,err_invalid_hits,execute_handoff_hits,payload_entry_hits,result,evidence_limit
linktutorial-shipped-files-on-ti84p,TilEm-x4-ti84p,dbb47afae091ab36f9abe74e32083013fbeff3d7e0516bbf5d1abf4ee57adc09,97cf075d396f2070b4244a5a7070522196439d77cab9014cfb853ed2ef3ea2f5,fdc5d25fd21abd1d6f06a4e4e3bfb7d562b2c5964e34c6cf0a7d5c1d6b7c3e2b,396e9c499cafaccb30b39bf6d44bd726e07064f961d7e9926a85e2d8f97096a5,2A2A544938332A2A1A0A00,2A2A544938332A2A1A0A00,1,0,0,rejected,headless transfer plus Asm wrapper; rejection is emulator-only; does not test a source-built TI-83+ edition
