case,platform,rom_sha256,trace_sha256,archive_sha256,source_sha256,entry,cleanup,first_port00_read,port00_out_D1_count,port01_out_BF_count,port01_in_BF_count,instructions,start_clock,end_clock,result,evidence_limit
linktutorial-initial-wait-no-peer,TilEm-x4-ti84p,dbb47afae091ab36f9abe74e32083013fbeff3d7e0516bbf5d1abf4ee57adc09,f77d90a4215295d03bdcb65380f4df0bfe29af3db869e1e5e5f50564ef6df134,7a0917379bd1b46b45e802b44c9bdc129ac5db42f94c979fae01c29c6b5ca8fe,108f13b42dfbc61ff51adca1ea3ea8557d8a79a9cd06602a2b5bb6d82aac5f9c,ram:9D95,07:57D1,03,1,214766,1,2147698,191858752,210114271,pass,"transcribed initial wait only; no peer; emulator, not physical hardware; release calculator files are TI-83 containers"
