scenario,model,os_version,rom_sha256,emulator_sha256,payload_sha256,wrapper_sha256,trace_sha256,snapshot_sha256,instructions,lcd_busy_hits,buf_insert_hits,buf_clear_hits,nz_if_83_plus_hits,fixture_call_sites,nz_if_83_plus_a,nz_if_83_plus_f,result,evidence_limit
community-symbolic-bcalls-safe,ti84p,2.55MP,dbb47afae091ab36f9abe74e32083013fbeff3d7e0516bbf5d1abf4ee57adc09,b8ee505483c79732a4ca21efb8b904de0792477795f6fc717874dcd5addaed09,0ef7118d866350371365234b4db1349f3f3cde61ae16f0fff64d72046c13feec,58cbe0af9335960cc367bbda80623a1f8f2417e7a2d009bf057a0ea15a9d6a56,1b1600a16ccfca8432b50aed4736f265c1beca08bf5d4d647eb97bb886a5e4ee,5c9978ade387a55218c0f3734e5f33a057656ccfc160c399c48ae572e223503d,4042469,53564,9,2,6922,0x9D9F=1;0x9DA7=1;0x9DB2=1;0x9DBA=1;0x9DC4=1,0xA5,0x44,all-four-returned;NZIf83Plus-returned-Z,source-built caller; controlled home-screen edit buffer; TilEm; no physical hardware
