id,name,body,model,os_version,fixture_call_site,path,input,op1,rom_sha256,emulator_sha256,machine_sha256,payload_sha256,wrapper_sha256,macro_sha256,trace_sha256,snapshot_sha256,instructions,evidence_limit
0x4E61,_GetStringInput2,37:5194,ti84p,2.55MP,ram:9DBF,37:5194=1;ram:077E=2;ram:04F9=2;caller-result=1,1 ENTER,00 80 10 00 00 00 00 00 00 00 00 (real 1),dbb47afae091ab36f9abe74e32083013fbeff3d7e0516bbf5d1abf4ee57adc09,b8ee505483c79732a4ca21efb8b904de0792477795f6fc717874dcd5addaed09,93e7d0d41e09d50d4ae41304472bdffa54d2021ddaccb8c4f753dee0b7aa20b6,87f523e5799ae45884982ac49179a9921c1f744e05da45b3269206334c65cd7a,b2292f104c11132af2038bcafe3f897611da2d091b7e204b472d63a33b87f202,435817d8cf8079ea081fc6a69e650edcdee81ccef60149c574dcdac7488e5f6c,ce5e7c7f69601ead954d6d2ebdea6296f786a3bc9f9ffd35fe38354115d44576,ea58c2af36dc1d7a8e09cde22b18ad0654f0549189e4b9026835c5f56c925a11,4133521,source-built caller reconstructed from Elite; one valid numeric input; TilEm; cancel/error paths and physical hardware not tested
